Number,Wins,Losses,Draws,Simulations,White Time,Black Time,Fen,End Result
1,416,28,9556,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
2,430,26,9544,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
3,460,27,9513,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
4,422,31,9547,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
5,426,28,9546,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
6,412,29,9559,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
7,476,28,9496,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
8,426,31,9543,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
9,423,31,9546,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
10,411,20,9569,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
11,442,44,9514,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
12,449,43,9508,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
13,474,28,9498,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
14,413,26,9561,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
15,434,36,9530,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
16,423,31,9546,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
17,437,20,9543,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
18,413,32,9555,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
19,463,32,9505,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
20,433,26,9541,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
21,443,34,9523,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
22,440,28,9532,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
23,448,36,9516,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
24,445,34,9521,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
25,414,25,9561,10000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
""
1,916,67,19017,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
2,908,54,19038,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
3,912,63,19025,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
4,845,50,19105,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
5,867,48,19085,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
6,896,70,19034,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
7,911,66,19023,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
8,862,66,19072,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
9,904,51,19045,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
10,849,63,19088,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
11,884,69,19047,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
12,899,59,19042,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
13,872,46,19082,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
14,819,78,19103,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
15,863,68,19069,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
16,950,52,18998,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
17,870,65,19065,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
18,918,59,19023,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
19,889,65,19046,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
20,913,51,19036,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
21,886,74,19040,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
22,878,48,19074,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
23,848,63,19089,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
24,857,72,19071,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
25,824,64,19112,20000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
""
1,1296,96,28608,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
2,1298,88,28614,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
3,1306,86,28608,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
4,1300,70,28630,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
5,1269,95,28636,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
6,1330,93,28577,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
7,1260,83,28657,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
8,1343,78,28579,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
9,1297,86,28617,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
10,1305,85,28610,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
11,1309,76,28615,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
12,1348,99,28553,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
13,1369,95,28536,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
14,1320,73,28607,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
15,1312,103,28585,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
16,1288,74,28638,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
17,1286,83,28631,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
18,1266,85,28649,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
19,1316,93,28591,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
20,1289,89,28622,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
21,1332,107,28561,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
22,1283,99,28618,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
23,1286,104,28610,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
24,1331,83,28586,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
25,1300,112,28588,30000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
""
1,1703,139,38158,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
2,1762,137,38101,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
3,1834,123,38043,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
4,1718,133,38149,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
5,1770,127,38103,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
6,1766,133,38101,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
7,1757,114,38129,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
8,1719,130,38151,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
9,1816,133,38051,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
10,1795,125,38080,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
11,1848,111,38041,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
12,1686,129,38185,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
13,1707,129,38164,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
14,1822,112,38066,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
15,1725,116,38159,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
16,1747,146,38107,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
17,1739,141,38120,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
18,1741,132,38127,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
19,1793,146,38061,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
20,1780,124,38096,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
21,1810,95,38095,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
22,1761,111,38128,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
23,1849,116,38035,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
24,1695,149,38156,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
25,1784,120,38096,40000,0.1,0.01,n7/P4r2/2P1N3/2K5/R7/6kP/8/8 w - - 1 69,1-0
""
1,237,37,9726,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
2,245,35,9720,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
3,256,44,9700,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
4,232,40,9728,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
5,253,34,9713,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
6,251,26,9723,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
7,233,27,9740,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
8,233,38,9729,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
9,224,42,9734,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
10,271,42,9687,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
11,251,37,9712,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
12,233,41,9726,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
13,244,43,9713,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
14,244,46,9710,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
15,266,34,9700,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
16,235,37,9728,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
17,254,43,9703,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
18,228,32,9740,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
19,222,47,9731,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
20,223,45,9732,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
21,247,40,9713,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
22,253,47,9700,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
23,247,45,9708,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
24,253,30,9717,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
25,249,40,9711,10000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
""
1,491,86,19423,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
2,473,69,19458,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
3,466,68,19466,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
4,452,90,19458,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
5,470,75,19455,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
6,461,76,19463,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
7,474,84,19442,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
8,488,69,19443,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
9,431,79,19490,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
10,486,71,19443,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
11,459,75,19466,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
12,486,86,19428,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
13,501,72,19427,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
14,511,71,19418,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
15,529,77,19394,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
16,464,71,19465,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
17,470,70,19460,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
18,488,72,19440,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
19,486,63,19451,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
20,478,68,19454,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
21,507,75,19418,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
22,471,67,19462,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
23,497,78,19425,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
24,489,71,19440,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
25,482,84,19434,20000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
""
1,734,93,29173,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
2,738,119,29143,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
3,719,103,29178,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
4,662,126,29212,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
5,756,110,29134,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
6,702,119,29179,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
7,706,112,29182,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
8,723,110,29167,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
9,681,113,29206,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
10,720,107,29173,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
11,712,107,29181,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
12,738,109,29153,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
13,746,113,29141,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
14,737,100,29163,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
15,736,117,29147,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
16,706,122,29172,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
17,697,127,29176,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
18,688,122,29190,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
19,661,120,29219,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
20,733,113,29154,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
21,718,112,29170,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
22,734,88,29178,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
23,706,126,29168,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
24,732,111,29157,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
25,700,126,29174,30000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
""
1,884,160,38956,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
2,912,134,38954,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
3,965,159,38876,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
4,985,164,38851,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
5,971,148,38881,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
6,981,167,38852,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
7,972,155,38873,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
8,967,171,38862,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
9,922,162,38916,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
10,993,137,38870,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
11,916,176,38908,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
12,969,136,38895,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
13,1010,135,38855,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
14,857,176,38967,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
15,937,161,38902,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
16,980,155,38865,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
17,966,162,38872,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
18,947,153,38900,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
19,914,145,38941,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
20,945,168,38887,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
21,1021,125,38854,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
22,929,153,38918,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
23,1007,154,38839,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
24,1010,159,38831,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
25,959,150,38891,40000,0.1,0.01,7k/1R5P/8/4K3/8/8/8/7r w - - 75 188,1/2-1/2
""
1,186,0,9814,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
2,142,0,9858,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
3,178,0,9822,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
4,175,0,9825,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
5,140,0,9860,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
6,178,0,9822,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
7,153,0,9847,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
8,171,0,9829,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
9,148,0,9852,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
10,160,0,9840,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
11,169,0,9831,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
12,168,0,9832,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
13,161,0,9839,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
14,163,0,9837,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
15,164,1,9835,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
16,169,1,9830,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
17,163,0,9837,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
18,179,0,9821,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
19,182,0,9818,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
20,169,0,9831,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
21,158,0,9842,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
22,149,0,9851,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
23,147,1,9852,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
24,166,0,9834,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
25,163,0,9837,10000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
""
1,331,1,19668,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
2,364,0,19636,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
3,344,1,19655,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
4,337,0,19663,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
5,307,0,19693,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
6,332,0,19668,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
7,293,0,19707,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
8,313,0,19687,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
9,317,0,19683,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
